2000.000000,0.816728
2200.000000,0.823284
2400.000000,0.829850
2600.000000,0.836323
2800.000000,0.842597
3000.000000,0.848567
3200.000000,0.850181
3400.000000,0.843352
3600.000000,0.835957
3800.000000,0.823655
4000.000000,0.815000
4200.000000,0.855471
4400.000000,0.923545
4600.000000,0.944932
4800.000000,0.954283
5000.000000,0.962829
5200.000000,0.970420
5400.000000,0.976911
5600.000000,0.982154
5800.000000,0.986000
6000.000000,0.989428
6200.000000,0.989357
6400.000000,0.986218
6600.000000,0.982203
6800.000000,0.977518
7000.000000,0.971555
7200.000000,0.965000
7400.000000,0.957169
7600.000000,0.945931
7800.000000,0.930000
8000.000000,0.896888
8200.000000,0.860107
8400.000000,0.822332
8600.000000,0.783258
8800.000000,0.742582
