2000.000000,27.764897
2200.000000,28.112117
2400.000000,28.421859
2600.000000,28.692336
2800.000000,28.921765
3000.000000,29.108360
3200.000000,29.257634
3400.000000,29.351839
3600.000000,29.427721
3800.000000,29.493196
4000.000000,29.556181
4200.000000,29.611621
4400.000000,29.642858
4600.000000,29.640404
4800.000000,29.594771
5000.000000,29.496471
5200.000000,29.084541
5400.000000,28.361992
5600.000000,27.466350
5800.000000,26.122887
6000.000000,24.630151
6200.000000,22.779039
6400.000000,20.898310
6600.000000,19.295000
6800.000000,17.802264
7000.000000,16.420100
7200.000000,15.117107
7400.000000,13.864536
7600.000000,12.666366
7800.000000,11.526579
8000.000000,10.449155
8200.000000,9.434094
8400.000000,8.478743
8600.000000,7.583101
8800.000000,6.747169
