2000.000000,76.475204
2200.000000,85.174740
2400.000000,93.941674
2600.000000,102.738645
2800.000000,111.526326
3000.000000,120.263425
3200.000000,128.938838
3400.000000,137.438628
3600.000000,145.899468
3800.000000,154.347646
4000.000000,162.818176
4200.000000,171.279760
4400.000000,179.625224
4600.000000,187.774461
4800.000000,195.636911
5000.000000,203.111563
5200.000000,208.286028
5400.000000,210.923546
5600.000000,211.828092
5800.000000,208.662183
6000.000000,203.522720
6200.000000,194.500924
6400.000000,184.198341
6600.000000,175.381307
6800.000000,166.716554
7000.000000,158.295449
7200.000000,149.897978
7400.000000,141.296574
7600.000000,132.574563
7800.000000,123.819660
8000.000000,115.123963
8200.000000,106.539004
8400.000000,98.085616
8600.000000,89.813137
8800.000000,81.770906
